objectid,parentid,title,creator,date,era,description,subject,publisher,source,relation,hasVersion,type,format,extent,language,rights,license,isPartOf,isReferencedBy,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
abb2023003,,Allegorie der Vergänglichkeit,Johann Rudolf Huber,1731,Neuzeit,"Eine achteckige Monolithscheibe aus Glas (14,5 x 14,5 cm). Sie wurde 1731 vermutlich vom Basler Künstler Johann Rudolf Huber angefertigt. Dargestellt ist ein bärtiger, geflügelter Chronos, welcher eine mit Ziffern versehene Decke und eine Sense trägt. Die Ziffern sind Teil der Sonnenuhr. Hinter der Decke scheint ein Skelett hervor. Im unteren Bildrand sind graue Wolken dargestellt, auf welchen Chronos kniet. Der Hintergrund ist ein blauer Himmel. Der Rand des Achtecks trägt den Schriftzug: “die Zeit geht hin i här kombt der Tod / O Mensch betrachts / und ferchte Gott / 1731.” 
(Die Zeit geht dahin und daher kommt der Tod. Oh Mensch betrachte es und fürchte Gott. 1731.) 
Zentrales Thema ist damit die Zeit. Sowohl im übertragenen als auch im wörtlichen Sinne. 
 Zeitgleich fungiert die “Allegorie der Vergänglichkeit” als Sonnenuhr und als Repräsentantin der Vanitasmotiv. 
Unter der Vanitas wird die Idee verstanden, dass der Mensch und die Welt vergänglich ist. Als Grund dafür wurden die Sünden gesehen, welche die Menschen begangen hatten. Erlösung sei nur dadurch zu finden, sich auf das Jenseits zu konzentrieren. Beliebte Symbole für diese Vanitasidee waren Totenschädel, Skelette, Sanduhren, leere Gläser, Spiegel und leicht verderbliche Waren wie Blumen oder Lebensmittel.",Alter; Körper; Kunst; Tod; Leib,Historisches Museum Basel,"HMB, Inv. 1888.95.",https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/allegorie-der-vergaenglichkeit/,,http://purl.org/dc/dcmitype/Image,image/jpeg,4027 × 4152,Deutsch,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,,,image,,https://omeka.unibe.ch/files/large/1612d32654e7c8c0db9198f55b8add6670d2dc3f.jpg,https://omeka.unibe.ch/files/large/1612d32654e7c8c0db9198f55b8add6670d2dc3f.jpg,,
abb2023004,,Porträt der Maria Sibylla Merian,Jacobus Houbraken  (nach Georg Gsell ),1708-1780,Neuzeit,Das Porträt zeigt die alternde Naturforscherin Maria Sibylla Merian. Ein Blatt Papier liegt vor ihr. Auf der rechten Seite befindet sich ein Topf mit einer Pflanze. Links sind ihre Studien von Pflanzen und Muscheln abgebildet. Unten stehen der Name der Künstlerin sowie ihre Lebensdaten in römischen Ziffern. An der Mauer hinten hängt das Wappen von Den Haag.,Alter; Frauenbild; Geschlecht; Körper; Kunst; Natur,Rijksmuseum Amsterdam Q190804,Rijksmuseum Amsterdam RP-P-2004-73-119,http://hdl.handle.net/10934/RM0001.COLLECT.430220,,http://purl.org/dc/dcmitype/Image,image/jpeg,654 x 860,,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,,,image,,https://omeka.unibe.ch/files/large/003180626e9e9ba74468007c2319349954e0fd3f.jpg,https://omeka.unibe.ch/files/large/003180626e9e9ba74468007c2319349954e0fd3f.jpg,,
abb2023005,,Karikatur Jakob Engler,Unbekannt,17XX (1721-1794),Neuzeit,"Im Mittelpunkt dieser Karikatur ist Jakob Engler (1721 - 1794) abgebildet. Der in Basel geborene und verstorbene Büchsenschmied ist im Profil abgebildet und bei seiner Arbeit mit einer Büchse zu sehen. Sein Arbeitsplatz befindet sich im Freien, ist aber überdacht. Im Hintergrund sind zwei weitere Personen an einem Tisch sitzend abgebildet.",Alter; Beruf; Geschlecht; Kleidung; Körper; Kunst; Männerbild,Universitätsbibliothek Basel,"Universitätsbibliothek Basel, UBH Portr BS Engler J1",https://swisscovery.slsp.ch/discovery/fulldisplay?context=L&vid=41SLSP_UBS:VU1_UNION&search_scope=DN_and_CI_UCV&tab=41SLSP_NETWORK_UCV&docid=alma9944774020105504,,http://purl.org/dc/dcmitype/Image,image/jpeg,785 x 800,,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,,,image,,https://omeka.unibe.ch/files/large/b52a929e777a0c31d724e383653beac4de68d1f7.jpg,https://omeka.unibe.ch/files/large/b52a929e777a0c31d724e383653beac4de68d1f7.jpg,,
abb2023006,,Leichenrede Maria Wettstein,Andreas La Roche (gedruckt von Wilhelm Haas ),1800-04-30,Neuzeit,"""Leichenrede über Jesaja XLVI. 4. bey der Beerdigung der Frau Maria Wettstein, Herrn Peter Merian, des Handelsmanns, gewesene Frau Eheliebste: den 30ten April 1800. in der Münsterkirche gehalten / von Andreas La Roche, Diakon bey St. Peter. Basel, gedruckt bey Wilhelm Haas.""

Die Leichenrede wurde für Maria Wettstein (1714-1800), Ehefrau des Kaufmanns Peter Merian (1709-1801,  verfasst. Der Fokus der Predigt liegt aufgrund des hohen erreichten Alters Maria Wettsteins sowie dem von ihr gewählten Bibelvers auf dem Thema langes Leben und hohes Alter. Dabei wird insbesondere die Güte Gottes und damit verbunden die Frömmigkeit des Menschen als Notwendigkeit für das Erreichen eines hohen Alters hervorgehoben. Die Predigt umfasst 12 Seiten, darauf folgt ein sechsseitiger Lebenslauf Maria Wettsteins sowie ein kurzes Trauergedicht des verwitweten Peter Merians.",Alter; Geschlecht; Frauen; Religion; Tod,Universitätsbibliothek Basel,"Universitätsbibliothek Basel, UBH KiAr G X 84:2:9",https://www.e-rara.ch/bau_1/doi/10.3931/e-rara-92018,,http://purl.org/dc/dcmitype/Image,image/jpeg,1370 x 2292,Deutsch,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,,,image,,https://omeka.unibe.ch/files/large/7089fd54785a688b229122bd5b3398c9b1911a17.jpg,https://omeka.unibe.ch/files/large/7089fd54785a688b229122bd5b3398c9b1911a17.jpg,,
abb2023007,,Leichenrede Johann Jacob Müller,Johann Jacob Huber (1662-1717) (gedruckt von Johann Brandmüller Jünger),1709-12-21,Neuzeit,"""Das Menschliche Alter/ samt der Mühseligkeit desselbigen : Vorgestellet Jn einer Christlichen Leich-Predigt den 21. Christmonat Anno 1709. Jn der Pfarrkirch bey St. Leonhardt zu Basel. Als zur Erden Bestattet worden Der Ehrenvest/ Vorgeacht und Mannhaffte Herr Joh. Jacob Müller/ Gewesener Alt-LandVogt auff Homburg/ und Verwalter des Kornhausses zu Gnaden-Thal alhier / Durch Joh. Jacob Huber/ D.G.W. bey St. Peter.""
Die Leichenrede wurde für Johann Jacob Müller von Johannes Jacob Huber verfasst, und ist im Jahr 1709 in der Pfarrkirche bei St. Leonhardt zu Basel gehalten worden. Datiert ist die Leichenpredigt auf den 21. Dezember 1709. Beschrieben wird das Ableben der Person Johann Jacob Müller, welcher ein ehemaliger Landvogt und Verwalter des Kornhauses gewesen ist.",Tod; Kirche; Religion,Universitätsbibliothek Basel,"Universitätsbibliothek Basel, UBH KiAr G X 44:19",https://www.e-rara.ch/bau_1/doi/10.3931/e-rara-75817,,,image/jpeg,2480 x 3508,Deutsch,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,,,image,,https://omeka.unibe.ch/files/large/d330ba071976d2aa504ab5c31198d07b032b7a82.jpg,https://omeka.unibe.ch/files/large/d330ba071976d2aa504ab5c31198d07b032b7a82.jpg,,
abb2023008,,Beerdigungsregister Münstergemeinde,Unbekannt,1711-1799,Neuzeit,"In diesem Kirchenarchiv sind die Beerdigungen in der Münstergemeinde von 1711-1799 unterteilt. Für diese Untersuchung relevant sind die Jahre 1713, 1727, 1767 und 1798. Unterteilt nach Kirchen und Altersgruppen zeigt das Kirchenregister auf, wer beerdigt wurde und in den meisten Fällen, welches Alter sie erreicht haben.",Alter; Kirche; Religion; Tod,Staatsarchiv Basel-Stadt,"Staatsarchiv Basel-Stadt, Kirchenarchiv V 48.1",https://dls.staatsarchiv.bs.ch/records/345671,,http://purl.org/dc/dcmitype/Image,image/jpeg,2296 x 4080,Deutsch,Bilddaten gemeinfrei - StABS,https://creativecommons.org/publicdomain/mark/1.0/,,,image,,https://omeka.unibe.ch/files/large/5cf39f89397dcb2f76d69ad755a4fe51d0ed1671.jpg,https://omeka.unibe.ch/files/large/5cf39f89397dcb2f76d69ad755a4fe51d0ed1671.jpg,,
abb2023009,,Beerdigungsregister St. Theodor,Unbekannt,1711-1799,Neuzeit,"In diesem Kirchenarchiv sind die Beerdigungen in der Münstergemeinde von 1711-1799 unterteilt. Für diese Untersuchung relevant sind die Jahre 1713, 1727, 1767 und 1798. Unterteilt nach Kirchen und Altersgruppen zeigt das Kirchenregister auf, wer beerdigt wurde und in den meisten Fällen, welches Alter sie erreicht haben.",Alter; Kirche; Religion; Tod,Staatsarchiv Basel-Stadt,"Staatsarchiv Basel-Stadt, Kirchenarchiv CC 16.1",https://dls.staatsarchiv.bs.ch/records/345353,,http://purl.org/dc/dcmitype/Image,image/png,1982x1157 / 1982x992 / 1400x825,Deutsch,"Bilddaten gemeinfrei - StABS
Quelle: StABS. Bearbeitung: Sangay Jäger / Jeremy Chavez Garcia",https://creativecommons.org/publicdomain/mark/1.0/,,,multiple,,https://omeka.unibe.ch/files/large/a9c56f3cf7c85585ffe603c5f13cb65d2a4b9853.jpg,https://omeka.unibe.ch/files/large/a9c56f3cf7c85585ffe603c5f13cb65d2a4b9853.jpg,,
abb2023009_0,abb2023009,,Unbekannt,1711-1799,Neuzeit,"In diesem Kirchenarchiv sind die Beerdigungen in der Münstergemeinde von 1711-1799 unterteilt. Für diese Untersuchung relevant sind die Jahre 1713, 1727, 1767 und 1798. Unterteilt nach Kirchen und Altersgruppen zeigt das Kirchenregister auf, wer beerdigt wurde und in den meisten Fällen, welches Alter sie erreicht haben.",Alter; Kirche; Religion; Tod,Staatsarchiv Basel-Stadt,"Staatsarchiv Basel-Stadt, Kirchenarchiv CC 16.1",https://dls.staatsarchiv.bs.ch/records/345353,,http://purl.org/dc/dcmitype/Image,image/png,1982x1157 / 1982x992 / 1400x825,Deutsch,"Bilddaten gemeinfrei - StABS
Quelle: StABS. Bearbeitung: Sangay Jäger / Jeremy Chavez Garcia",https://creativecommons.org/publicdomain/mark/1.0/,,,image,https://omeka.unibe.ch/files/original/a9c56f3cf7c85585ffe603c5f13cb65d2a4b9853.png,https://omeka.unibe.ch/files/large/a9c56f3cf7c85585ffe603c5f13cb65d2a4b9853.jpg,https://omeka.unibe.ch/files/large/a9c56f3cf7c85585ffe603c5f13cb65d2a4b9853.jpg,,
abb2023009_1,abb2023009,,Unbekannt,1711-1799,Neuzeit,"In diesem Kirchenarchiv sind die Beerdigungen in der Münstergemeinde von 1711-1799 unterteilt. Für diese Untersuchung relevant sind die Jahre 1713, 1727, 1767 und 1798. Unterteilt nach Kirchen und Altersgruppen zeigt das Kirchenregister auf, wer beerdigt wurde und in den meisten Fällen, welches Alter sie erreicht haben.",Alter; Kirche; Religion; Tod,Staatsarchiv Basel-Stadt,"Staatsarchiv Basel-Stadt, Kirchenarchiv CC 16.1",https://dls.staatsarchiv.bs.ch/records/345353,,http://purl.org/dc/dcmitype/Image,image/png,1982x1157 / 1982x992 / 1400x825,Deutsch,"Bilddaten gemeinfrei - StABS
Quelle: StABS. Bearbeitung: Sangay Jäger / Jeremy Chavez Garcia",https://creativecommons.org/publicdomain/mark/1.0/,,,image,https://omeka.unibe.ch/files/original/836fae81bcf92a6aa5eb37a3b5e69c208b50c8bc.png,https://omeka.unibe.ch/files/large/836fae81bcf92a6aa5eb37a3b5e69c208b50c8bc.jpg,https://omeka.unibe.ch/files/large/836fae81bcf92a6aa5eb37a3b5e69c208b50c8bc.jpg,,
abb2023009_2,abb2023009,,Unbekannt,1711-1799,Neuzeit,"In diesem Kirchenarchiv sind die Beerdigungen in der Münstergemeinde von 1711-1799 unterteilt. Für diese Untersuchung relevant sind die Jahre 1713, 1727, 1767 und 1798. Unterteilt nach Kirchen und Altersgruppen zeigt das Kirchenregister auf, wer beerdigt wurde und in den meisten Fällen, welches Alter sie erreicht haben.",Alter; Kirche; Religion; Tod,Staatsarchiv Basel-Stadt,"Staatsarchiv Basel-Stadt, Kirchenarchiv CC 16.1",https://dls.staatsarchiv.bs.ch/records/345353,,http://purl.org/dc/dcmitype/Image,image/png,1982x1157 / 1982x992 / 1400x825,Deutsch,"Bilddaten gemeinfrei - StABS
Quelle: StABS. Bearbeitung: Sangay Jäger / Jeremy Chavez Garcia",https://creativecommons.org/publicdomain/mark/1.0/,,,image,https://omeka.unibe.ch/files/original/f0c6ee5db09a314b447ee971c08ec3295f2c1d79.png,https://omeka.unibe.ch/files/large/f0c6ee5db09a314b447ee971c08ec3295f2c1d79.jpg,https://omeka.unibe.ch/files/large/f0c6ee5db09a314b447ee971c08ec3295f2c1d79.jpg,,
